Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
1648;161;260;40;16;14;600;3;25;15;8,09;---;27,606;46,007;5,38;4,793;0,192;07.10.2021;15:50:38
1649;161;260;40;16;14;600;3;25;15;8,083;---;27,592;46,003;5,366;4,793;0,166;07.10.2021;15:51:11
1650;161;260;40;16;14;600;3;25;15;8,082;---;27,591;45,99;5,365;4,781;0,2;07.10.2021;15:51:45
1651;161;260;40;16;14;600;3;25;15;8,078;---;27,577;45,999;5,357;4,794;0,209;07.10.2021;15:52:18
1652;161;260;40;16;14;600;3;25;15;8,078;---;27,558;45,922;5,354;4,773;0,244;07.10.2021;15:53:04
1653;162;260;40;16;13;500;3;75;15;8,099;Fehler;27,726;46,074;5,266;;0,313;07.10.2021;15:55:31
1654;162;260;40;16;13;500;3;75;15;8,1;---;27,821;46,057;5,31;5,023;0,264;07.10.2021;15:56:43
1655;162;260;40;16;13;500;3;75;15;8,1;---;27,793;46,015;5,322;5,007;0,264;07.10.2021;15:57:21
1656;162;260;40;16;13;500;3;75;15;8,101;---;27,785;46,073;5,34;5,032;0,247;07.10.2021;15:57:51
1657;162;260;40;16;13;500;3;75;15;8,09;---;27,764;46,055;5,339;5,041;0,171;07.10.2021;15:58:26
1658;162;260;40;16;13;500;3;75;15;8,083;---;27,753;46,065;5,331;5,061;0,2;07.10.2021;15:58:58
1659;162;260;40;16;13;500;3;75;15;8,077;---;27,75;46,055;5,363;5,02;0,147;07.10.2021;15:59:31
1660;162;260;40;16;13;500;3;75;15;8,079;---;27,746;46,058;5,342;5,013;0,219;07.10.2021;16:00:06
1661;162;260;40;16;13;500;3;75;15;8,078;---;27,728;46,066;5,368;5,024;0,187;07.10.2021;16:00:39
1662;162;260;40;16;13;500;3;75;15;8,08;---;27,696;45,937;5,376;5,018;0,371;07.10.2021;16:02:05
1663;163;260;40;48;13;600;3;25;20;8,083;---;27,572;46,086;5,193;4,627;0,206;07.10.2021;16:02:37
1664;163;260;40;48;13;600;3;25;20;8,084;---;27,588;46,108;5,458;4,833;0,246;07.10.2021;16:03:15
1665;163;260;40;48;13;600;3;25;20;8,074;---;27,876;46,124;5,256;4,692;0,193;07.10.2021;16:03:52
1666;163;260;40;48;13;600;3;25;20;8,069;---;27,9;46,094;5,302;4,715;0,26;07.10.2021;16:04:35
1667;163;260;40;48;13;600;3;25;20;8,069;---;27,874;46,098;5,303;4,697;0,238;07.10.2021;16:05:09
1668;163;260;40;48;13;600;3;25;20;8,069;---;27,849;46,096;5,32;4,693;0,262;07.10.2021;16:05:46
1669;163;260;40;48;13;600;3;25;20;8,064;---;27,822;46,102;5,325;4,701;0,188;07.10.2021;16:06:24
1670;163;260;40;48;13;600;3;25;20;8,066;---;27,817;46,105;5,34;4,692;0,276;07.10.2021;16:07:01
1671;163;260;40;48;13;600;3;25;20;8,064;---;27,808;46,085;5,345;4,695;0,19;07.10.2021;16:07:41
1672;163;260;40;48;13;600;3;25;20;8,066;---;27,804;46,103;5,35;4,698;0,322;07.10.2021;16:08:19
1673;164;260;40;48;13;500;3;25;20;8,077;---;27,493;46,087;5,328;4,439;0,33;07.10.2021;16:10:37
1674;164;260;40;48;13;500;3;25;20;8,077;---;27,649;46,055;5,435;4,697;0,188;07.10.2021;16:11:16
1675;164;260;40;48;13;500;3;25;20;8,076;---;27,828;46,133;5,315;4,718;0,24;07.10.2021;16:11:50
1676;164;260;40;48;13;500;3;25;20;8,069;---;27,903;46,113;5,331;4,696;0,219;07.10.2021;16:12:28
1677;164;260;40;48;13;500;3;25;20;8,066;---;27,885;46,116;5,319;4,7;0,267;07.10.2021;16:13:05
1678;164;260;40;48;13;500;3;25;20;8,064;---;27,856;46,094;5,321;4,713;0,192;07.10.2021;16:13:44
1679;164;260;40;48;13;500;3;25;20;8,068;---;27,826;46,106;5,343;4,71;0,25;07.10.2021;16:14:23
1680;164;260;40;48;13;500;3;25;20;8,064;---;27,824;46,108;5,352;4,712;0,245;07.10.2021;16:14:59
1681;164;260;40;48;13;500;3;25;20;8,065;---;27,805;46,11;5,349;4,716;0,308;07.10.2021;16:15:38
1682;164;260;40;48;13;500;3;25;20;8,065;---;27,801;46,103;5,366;4,694;0,373;07.10.2021;16:16:16
1683;165;260;40;16;13;500;3;75;20;8,079;Fehler;27,649;46,093;5,185;;0,156;07.10.2021;16:18:36
1684;165;260;40;16;13;500;3;75;20;8,104;---;27,752;46,054;5,249;5,001;0,231;07.10.2021;16:19:20
1685;165;260;40;16;13;500;3;75;20;8,096;---;27,866;46,073;5,303;4,972;0,277;07.10.2021;16:19:53
1686;165;260;40;16;13;500;3;75;20;8,088;---;27,829;46,053;5,322;5,027;0,283;07.10.2021;16:20:33
1687;165;260;40;16;13;500;3;75;20;8,087;---;27,794;46,06;5,344;5,034;0,147;07.10.2021;16:21:10
1688;165;260;40;16;13;500;3;75;20;8,086;---;27,778;46,062;5,337;5,019;0,142;07.10.2021;16:21:49
1689;165;260;40;16;13;500;3;75;20;8,085;---;27,761;46,042;5,362;5,03;0,215;07.10.2021;16:22:30
1690;165;260;40;16;13;500;3;75;20;8,083;---;27,76;46,057;5,368;5,019;0,188;07.10.2021;16:23:06
1691;165;260;40;16;13;500;3;75;20;8,083;---;27,748;46,016;5,35;5,018;0,187;07.10.2021;16:23:44
1692;165;260;40;16;13;500;3;75;20;8,084;---;27,739;46,048;5,363;5,001;0,186;07.10.2021;16:24:24
1693;166;260;40;16;13;500;5;25;20;8,103;---;27,789;46,064;5,241;4,51;0,142;07.10.2021;16:26:34
1694;166;260;40;16;13;500;5;25;20;8,109;---;27,878;46,061;5,299;5,064;0,247;07.10.2021;16:27:15
1695;166;260;40;16;13;500;5;25;20;8,101;---;27,881;46,07;5,332;5,05;0,172;07.10.2021;16:27:56
1696;166;260;40;16;13;500;5;25;20;8,097;---;27,82;46,027;5,353;5,07;0,223;07.10.2021;16:28:39
1697;166;260;40;16;13;500;5;25;20;8,092;---;27,791;45,99;5,338;5,056;0,279;07.10.2021;16:29:32
1698;166;260;40;16;13;500;5;25;20;8,091;---;27,775;45,992;5,341;5,064;0,238;07.10.2021;16:30:05
1699;166;260;40;16;13;500;5;25;20;8,089;---;27,768;46,016;5,336;5,063;0,204;07.10.2021;16:30:42
1700;166;260;40;16;13;500;5;25;20;8,088;---;27,764;46,04;5,367;5,049;0,237;07.10.2021;16:31:17
1701;166;260;40;16;13;500;5;25;20;8,087;---;27,75;46,036;5,344;5,049;0,194;07.10.2021;16:31:58
1702;166;260;40;16;13;500;5;25;20;8,088;---;27,756;46,054;5,346;5,003;0,215;07.10.2021;16:32:36
1703;167;260;40;48;13;500;5;25;15;8,071;---;27,605;46,115;5,224;2,214;0,23;07.10.2021;16:34:43
1704;167;260;40;48;13;500;5;25;15;8,081;---;27,489;46,093;5,21;4,674;0,218;07.10.2021;16:35:19
1705;167;260;40;48;13;500;5;25;15;8,076;---;27,718;46,092;5,265;4,689;0,249;07.10.2021;16:35:54
1706;167;260;40;48;13;500;5;25;15;8,069;---;27,831;46,095;5,244;4,694;0,251;07.10.2021;16:36:35
1707;167;260;40;48;13;500;5;25;15;8,069;---;27,881;46,104;5,302;4,693;0,25;07.10.2021;16:37:03
1708;167;260;40;48;13;500;5;25;15;8,071;---;27,831;46,091;5,325;4,693;0,25;07.10.2021;16:37:39
1709;167;260;40;48;13;500;5;25;15;8,067;---;27,823;46,099;5,32;4,708;0,205;07.10.2021;16:38:12
1710;167;260;40;48;13;500;5;25;15;8,064;---;27,815;46,099;5,33;4,691;0,251;07.10.2021;16:38:47
1711;167;260;40;48;13;500;5;25;15;8,066;---;27,816;46,097;5,333;4,69;0,33;07.10.2021;16:39:22
1712;167;260;40;48;13;500;5;25;15;8,068;---;27,791;46,071;5,345;4,69;0,251;07.10.2021;16:40:01
1713;168;260;40;48;14;600;3;25;15;8,082;Fehler;27,572;46,073;5,235;;0,178;07.10.2021;16:48:05
1714;168;260;40;48;14;600;3;25;15;8,103;---;27,736;46,041;5,249;4,595;0,189;07.10.2021;16:48:38
1715;168;260;40;48;14;600;3;25;15;8,09;---;27,868;46,044;5,274;4,648;0,227;07.10.2021;16:49:10
1716;168;260;40;48;14;600;3;25;15;8,084;---;27,812;46,029;5,32;4,648;0,278;07.10.2021;16:49:45
1717;168;260;40;48;14;600;3;25;15;8,081;---;27,779;46,03;5,347;4,649;0,259;07.10.2021;16:50:17
1718;168;260;40;48;14;600;3;25;15;8,076;---;27,754;46,039;5,375;4,651;0,228;07.10.2021;16:50:49
1719;168;260;40;48;14;600;3;25;15;8,072;---;27,753;46,023;5,371;4,657;0,236;07.10.2021;16:51:22
1720;168;260;40;48;14;600;3;25;15;8,065;---;27,733;46,01;5,388;4,652;0,214;07.10.2021;16:51:56
1721;168;260;40;48;14;600;3;25;15;8,067;---;27,741;46,005;5,395;4,655;0,199;07.10.2021;16:52:29
1722;168;260;40;48;14;600;3;25;15;8,066;---;27,74;46,031;5,367;4,663;0,141;07.10.2021;16:53:00
1723;169;260;40;16;14;600;3;75;20;8,097;Fehler;27,69;46,047;5,305;;0,167;07.10.2021;16:58:54
1724;169;260;40;16;14;600;3;75;20;8,114;---;27,746;46,024;5,347;4,812;0,297;07.10.2021;16:59:34
1725;169;260;40;16;14;600;3;75;20;8,105;---;27,703;46,014;5,433;4,802;0,286;07.10.2021;17:00:11
1726;169;260;40;16;14;600;3;75;20;8,091;---;27,638;45,971;5,406;4,792;0,266;07.10.2021;17:00:50
1727;169;260;40;16;14;600;3;75;20;8,087;---;27,606;45,998;5,372;4,795;0,173;07.10.2021;17:01:27
1728;169;260;40;16;14;600;3;75;20;8,086;---;27,593;46,007;5,363;4,797;0,193;07.10.2021;17:02:07
1729;169;260;40;16;14;600;3;75;20;8,083;---;27,586;45,998;5,36;4,794;0,182;07.10.2021;17:02:45
1730;169;260;40;16;14;600;3;75;20;8,082;---;27,57;46,003;5,351;4,796;0,148;07.10.2021;17:03:22
1731;169;260;40;16;14;600;3;75;20;8,079;---;27,555;45,981;5,345;4,787;0,23;07.10.2021;17:04:09
1732;169;260;40;16;14;600;3;75;20;8,08;---;27,56;46,016;5,34;4,797;0,202;07.10.2021;17:04:40
1733;170;260;40;16;14;600;3;75;15;8,087;---;27,677;45,999;5,343;1,639;0,227;07.10.2021;17:06:34
1734;170;260;40;16;14;600;3;75;15;8,095;---;27,68;45,985;5,347;4,796;0,189;07.10.2021;17:07:07
1735;170;260;40;16;14;600;3;75;15;8,088;---;27,679;45,998;5,463;4,796;0,233;07.10.2021;17:07:34
1736;170;260;40;16;14;600;3;75;15;8,079;---;27,633;45,996;5,425;4,791;0,168;07.10.2021;17:08:07
1737;170;260;40;16;14;600;3;75;15;8,07;---;27,592;46,009;5,381;4,789;0,139;07.10.2021;17:08:41
1738;170;260;40;16;14;600;3;75;15;8,072;---;27,583;45,979;5,361;4,79;0,224;07.10.2021;17:09:15
1739;170;260;40;16;14;600;3;75;15;8,071;---;27,572;45,983;5,361;4,791;0,222;07.10.2021;17:09:48
1740;170;260;40;16;14;600;3;75;15;8,067;---;27,56;45,974;5,348;4,789;0,161;07.10.2021;17:10:22
1741;170;260;40;16;14;600;3;75;15;8,068;---;27,548;45,988;5,345;4,791;0,133;07.10.2021;17:10:56
1742;170;260;40;16;14;600;3;75;15;8,065;---;27,543;45,975;5,344;4,798;0,124;07.10.2021;17:11:26
1743;171;260;40;16;14;500;3;75;15;8,092;---;27,691;46,005;5,37;4,585;0,238;07.10.2021;17:13:43
1744;171;260;40;16;14;500;3;75;15;8,084;---;27,688;45,992;5,412;4,761;0,229;07.10.2021;17:14:17
1745;171;260;40;16;14;500;3;75;15;8,076;---;27,656;45,969;5,418;4,792;0,257;07.10.2021;17:14:51
1746;171;260;40;16;14;500;3;75;15;8,072;---;27,614;45,989;5,383;4,784;0,177;07.10.2021;17:15:24
1747;171;260;40;16;14;500;3;75;15;8,071;---;27,586;45,995;5,364;4,789;0,136;07.10.2021;17:15:57
1748;171;260;40;16;14;500;3;75;15;8,069;---;27,566;45,953;5,354;4,79;0,168;07.10.2021;17:16:37
1749;171;260;40;16;14;500;3;75;15;8,068;---;27,57;45,972;5,35;4,79;0,149;07.10.2021;17:17:03
1750;171;260;40;16;14;500;3;75;15;8,067;---;27,566;45,992;5,351;4,791;0,162;07.10.2021;17:17:37
1751;171;260;40;16;14;500;3;75;15;8,068;---;27,549;45,951;5,344;4,788;0,234;07.10.2021;17:18:11
1752;171;260;40;16;14;500;3;75;15;8,067;---;27,54;45,905;5,345;4,793;0,242;07.10.2021;17:18:53
1753;172;260;40;16;13;600;5;25;15;8,115;---;27,758;46,065;5,21;4,61;0,207;07.10.2021;17:21:12
1754;172;260;40;16;13;600;5;25;15;8,11;---;27,732;46,047;5,249;5,032;0,25;07.10.2021;17:21:49
1755;172;260;40;16;13;600;5;25;15;8,101;---;27,809;46,052;5,245;5,023;0,236;07.10.2021;17:22:24
1756;172;260;40;16;13;600;5;25;15;8,094;---;27,816;46,061;5,297;5,051;0,162;07.10.2021;17:22:59
1757;172;260;40;16;13;600;5;25;15;8,092;---;27,792;46,051;5,335;5,042;0,134;07.10.2021;17:23:34
1758;172;260;40;16;13;600;5;25;15;8,09;---;27,771;46,009;5,338;5,058;0,26;07.10.2021;17:24:16
1759;172;260;40;16;13;600;5;25;15;8,09;---;27,766;46,064;5,351;5,037;0,194;07.10.2021;17:24:45
1760;172;260;40;16;13;600;5;25;15;8,087;---;27,76;46,051;5,356;5,02;0,182;07.10.2021;17:25:21
1761;172;260;40;16;13;600;5;25;15;8,086;---;27,753;46,025;5,349;5,042;0,22;07.10.2021;17:26:04
1762;172;260;40;16;13;600;5;25;15;8,086;---;27,742;46,031;5,343;5,028;0,181;07.10.2021;17:26:37
1763;173;260;40;48;14;600;3;25;20;8,058;Fehler;27,619;46,045;5,214;;0,231;07.10.2021;17:28:59
1764;173;260;40;48;14;600;3;25;20;8,083;---;27,741;46,035;5,198;4,64;0,142;07.10.2021;17:29:38
1765;173;260;40;48;14;600;3;25;20;8,077;---;27,854;46,031;5,211;4,656;0,249;07.10.2021;17:30:15
1766;173;260;40;48;14;600;3;25;20;8,07;---;27,823;46,013;5,269;4,662;0,157;07.10.2021;17:30:54
1767;173;260;40;48;14;600;3;25;20;8,068;---;27,787;45,987;5,321;4,661;0,224;07.10.2021;17:31:38
1768;173;260;40;48;14;600;3;25;20;8,066;---;27,763;46,016;5,355;4,67;0,137;07.10.2021;17:32:09
1769;173;260;40;48;14;600;3;25;20;8,064;---;27,75;46,014;5,375;4,663;0,161;07.10.2021;17:32:47
1770;173;260;40;48;14;600;3;25;20;8,06;---;27,749;46,006;5,376;4,666;0,14;07.10.2021;17:33:24
1771;173;260;40;48;14;600;3;25;20;8,058;---;27,732;45,994;5,378;4,671;0,167;07.10.2021;17:34:04
1772;173;260;40;48;14;600;3;25;20;8,061;---;27,728;46,02;5,377;4,664;0,172;07.10.2021;17:34:39
1773;174;260;40;16;13;600;5;25;20;8,114;---;27,793;46,076;5,265;4,37;0,159;07.10.2021;17:37:31
1774;174;260;40;16;13;600;5;25;20;8,116;---;27,806;46,082;5,201;5,166;0,189;07.10.2021;17:38:12
1775;174;260;40;16;13;600;5;25;20;8,105;---;27,807;46,07;5,276;5,065;0,19;07.10.2021;17:38:54
1776;174;260;40;16;13;600;5;25;20;8,098;---;27,811;46,041;5,308;5,044;0,281;07.10.2021;17:39:39
1777;174;260;40;16;13;600;5;25;20;8,098;---;27,795;46,046;5,342;5,08;0,224;07.10.2021;17:40:14
1778;174;260;40;16;13;600;5;25;20;8,097;---;27,786;46,067;5,338;5,091;0,269;07.10.2021;17:40:54
1779;174;260;40;16;13;600;5;25;20;8,093;---;27,781;46,063;5,337;5,072;0,191;07.10.2021;17:41:35
1780;174;260;40;16;13;600;5;25;20;8,093;---;27,768;46,036;5,344;5,095;0,162;07.10.2021;17:42:22
1781;174;260;40;16;13;600;5;25;20;8,094;---;27,762;46,036;5,333;5,119;0,244;07.10.2021;17:42:58
1782;174;260;40;16;13;600;5;25;20;8,094;---;27,766;46,067;5,333;5,09;0,27;07.10.2021;17:43:35
1783;175;260;40;16;13;600;3;25;20;8,12;---;27,785;46,075;5,252;4,651;0,183;07.10.2021;17:46:30
1784;175;260;40;16;13;600;3;25;20;8,115;---;27,844;46,081;5,285;4,958;0,266;07.10.2021;17:47:10
1785;175;260;40;16;13;600;3;25;20;8,106;---;27,811;46,023;5,282;5,023;0,291;07.10.2021;17:47:54
1786;175;260;40;16;13;600;3;25;20;8,101;---;27,82;46,058;5,34;5,062;0,227;07.10.2021;17:48:26
1787;175;260;40;16;13;600;3;25;20;8,101;---;27,788;46,035;5,325;5,048;0,237;07.10.2021;17:49:10
1788;175;260;40;16;13;600;3;25;20;8,1;---;27,79;46,068;5,317;5,056;0,183;07.10.2021;17:49:42
1789;175;260;40;16;13;600;3;25;20;8,094;---;27,784;46,066;5,331;5,085;0,15;07.10.2021;17:50:20
1790;175;260;40;16;13;600;3;25;20;8,093;---;27,774;46,067;5,326;5,094;0,235;07.10.2021;17:50:59
1791;175;260;40;16;13;600;3;25;20;8,093;---;27,752;46,044;5,324;5,09;0,208;07.10.2021;17:51:45
1792;175;260;40;16;13;600;3;25;20;8,093;---;27,756;46,051;5,335;5,077;0,223;07.10.2021;17:52:21
1793;176;260;40;16;14;600;5;75;15;8,077;Fehler;27,616;46,046;5,317;;0,222;07.10.2021;17:54:57
1794;176;260;40;16;14;600;5;75;15;8,098;---;27,706;46,001;5,422;4,794;0,258;07.10.2021;17:55:34
1795;176;260;40;16;14;600;5;75;15;8,088;---;27,664;45,983;5,398;4,789;0,224;07.10.2021;17:56:09
1796;176;260;40;16;14;600;5;75;15;8,082;---;27,623;45,985;5,415;4,782;0,199;07.10.2021;17:56:43
1797;176;260;40;16;14;600;5;75;15;8,08;---;27,613;45,995;5,385;4,785;0,16;07.10.2021;17:57:19
1798;176;260;40;16;14;600;5;75;15;8,075;---;27,593;45,975;5,369;4,786;0,2;07.10.2021;17:57:54
1799;176;260;40;16;14;600;5;75;15;8,076;---;27,574;45,98;5,358;4,795;0,19;07.10.2021;17:58:29
1800;176;260;40;16;14;600;5;75;15;8,073;---;27,561;45,984;5,354;4,793;0,15;07.10.2021;17:59:04
1801;176;260;40;16;14;600;5;75;15;8,072;---;27,551;45,982;5,345;4,793;0,178;07.10.2021;17:59:41
1802;176;260;40;16;14;600;5;75;15;8,073;---;27,56;46,017;5,348;4,794;0,195;07.10.2021;18:00:15
1803;177;260;40;16;14;500;5;75;15;8,095;---;27,677;45,981;5,295;4,217;0,275;07.10.2021;18:02:25
1804;177;260;40;16;14;500;5;75;15;8,095;---;27,713;45,951;5,474;4,784;0,267;07.10.2021;18:03:03
1805;177;260;40;16;14;500;5;75;15;8,084;---;27,679;45,992;5,374;4,8;0,198;07.10.2021;18:03:35
1806;177;260;40;16;14;500;5;75;15;8,076;---;27,648;45,98;5,413;4,797;0,201;07.10.2021;18:04:08
1807;177;260;40;16;14;500;5;75;15;8,075;---;27,607;45,995;5,381;4,792;0,244;07.10.2021;18:04:44
1808;177;260;40;16;14;500;5;75;15;8,072;---;27,575;45,985;5,357;4,796;0,154;07.10.2021;18:05:55
1809;177;260;40;16;14;500;5;75;15;8,073;---;27,56;45,937;5,357;4,795;0,238;07.10.2021;18:06:08
1810;177;260;40;16;14;500;5;75;15;8,071;---;27,558;45,968;5,349;4,798;0,154;07.10.2021;18:06:32
1811;177;260;40;16;14;500;5;75;15;8,07;---;27,547;45,971;5,339;4,796;0,132;07.10.2021;18:07:06
1812;177;260;40;16;14;500;5;75;15;8,07;---;27,546;46,007;5,337;4,796;0,177;07.10.2021;18:07:40
1813;178;260;40;48;13;500;5;75;15;8,075;---;27,556;46,104;5,156;0,194;0,246;07.10.2021;18:09:44
1814;178;260;40;48;13;500;5;75;15;8,082;---;27,692;46,067;5,135;4,679;0,244;07.10.2021;18:10:29
1815;178;260;40;48;13;500;5;75;15;8,083;---;27,702;46,108;5,387;4,688;0,297;07.10.2021;18:10:55
1816;178;260;40;48;13;500;5;75;15;8,074;---;27,903;46,114;5,33;4,697;0,252;07.10.2021;18:11:30
1817;178;260;40;48;13;500;5;75;15;8,07;---;27,887;46,086;5,337;4,717;0,198;07.10.2021;18:12:04
1818;178;260;40;48;13;500;5;75;15;8,073;---;27,856;46,099;5,317;4,711;0,225;07.10.2021;18:12:39
1819;178;260;40;48;13;500;5;75;15;8,071;---;27,817;46,091;5,343;4,71;0,327;07.10.2021;18:13:15
1820;178;260;40;48;13;500;5;75;15;8,072;---;27,804;46,069;5,329;4,702;0,267;07.10.2021;18:13:57
1821;178;260;40;48;13;500;5;75;15;8,068;---;27,805;46,082;5,335;4,714;0,201;07.10.2021;18:14:25
1822;178;260;40;48;13;500;5;75;15;8,07;---;27,8;46,094;5,332;4,713;0,263;07.10.2021;18:14:58
1823;179;260;40;48;13;500;3;25;15;8,093;---;27,487;46,103;5,177;4,362;0,269;07.10.2021;18:19:34
1824;179;260;40;48;13;500;3;25;15;8,089;---;27,637;46,068;5,082;4,726;0,245;07.10.2021;18:20:16
1825;179;260;40;48;13;500;3;25;15;8,084;---;27,875;46,113;5,168;4,699;0,24;07.10.2021;18:20:41
1826;179;260;40;48;13;500;3;25;15;8,076;---;27,899;46,106;5,301;4,684;0,213;07.10.2021;18:21:14
1827;179;260;40;48;13;500;3;25;15;8,074;---;27,877;46,11;5,306;4,689;0,218;07.10.2021;18:21:47
1828;179;260;40;48;13;500;3;25;15;8,076;---;27,838;46,092;5,309;4,697;0,342;07.10.2021;18:22:20
1829;179;260;40;48;13;500;3;25;15;8,073;---;27,825;46,102;5,321;4,716;0,204;07.10.2021;18:22:52
1830;179;260;40;48;13;500;3;25;15;8,072;---;27,815;46,094;5,339;4,716;0,253;07.10.2021;18:23:26
1831;179;260;40;48;13;500;3;25;15;8,07;---;27,795;46,092;5,329;4,715;0,228;07.10.2021;18:24:01
1832;179;260;40;48;13;500;3;25;15;8,067;---;27,803;46,105;5,345;4,712;0,205;07.10.2021;18:24:29
1833;180;260;40;48;13;600;5;25;15;8,106;---;27,603;46,128;5,216;4,601;0,276;07.10.2021;18:27:12
1834;180;260;40;48;13;600;5;25;15;8,099;---;27,628;46,087;5,474;4,72;0,288;07.10.2021;18:27:55
1835;180;260;40;48;13;600;5;25;15;8,087;---;27,923;46,115;5,264;4,702;0,233;07.10.2021;18:28:23
1836;180;260;40;48;13;600;5;25;15;8,078;---;27,909;46,103;5,255;4,717;0,25;07.10.2021;18:28:58
1837;180;260;40;48;13;600;5;25;15;8,076;---;27,858;46,093;5,291;4,709;0,276;07.10.2021;18:29:39
1838;180;260;40;48;13;600;5;25;15;8,075;---;27,856;46,087;5,325;4,711;0,222;07.10.2021;18:30:13
1839;180;260;40;48;13;600;5;25;15;8,074;---;27,836;46,094;5,34;4,714;0,192;07.10.2021;18:30:42
1840;180;260;40;48;13;600;5;25;15;8,074;---;27,81;46,098;5,333;4,718;0,235;07.10.2021;18:31:19
1841;180;260;40;48;13;600;5;25;15;8,073;---;27,801;46,103;5,336;4,713;0,238;07.10.2021;18:31:54
1842;180;260;40;48;13;600;5;25;15;8,076;---;27,815;46,101;5,35;4,712;0,287;07.10.2021;18:32:27
1843;181;260;40;48;13;500;3;75;15;8,092;---;27,544;46,112;5,215;4,607;0,242;07.10.2021;18:34:50
1844;181;260;40;48;13;500;3;75;15;8,084;---;27,573;46,094;5,335;4,728;0,216;07.10.2021;18:35:26
1845;181;260;40;48;13;500;3;75;15;8,079;---;27,888;46,103;5,274;4,711;0,239;07.10.2021;18:35:57
1846;181;260;40;48;13;500;3;75;15;8,069;---;27,907;46,118;5,281;4,714;0,238;07.10.2021;18:36:30
1847;181;260;40;48;13;500;3;75;15;8,068;---;27,864;46,099;5,291;4,69;0,243;07.10.2021;18:37:10
1848;181;260;40;48;13;500;3;75;15;8,07;---;27,856;46,104;5,313;4,702;0,272;07.10.2021;18:37:36
1849;181;260;40;48;13;500;3;75;15;8,065;---;27,827;46,103;5,322;4,699;0,218;07.10.2021;18:38:08
1850;181;260;40;48;13;500;3;75;15;8,067;---;27,82;46,082;5,339;4,692;0,249;07.10.2021;18:38:41
1851;181;260;40;48;13;500;3;75;15;8,066;---;27,802;46,104;5,345;4,697;0,193;07.10.2021;18:39:17
1852;181;260;40;48;13;500;3;75;15;8,066;---;27,808;46,092;5,344;4,695;0,271;07.10.2021;18:39:47
1853;182;260;40;48;14;600;5;25;20;8,137;---;27,594;46,087;5,266;1,892;0,223;07.10.2021;19:09:49
1854;182;260;40;48;14;600;5;25;20;8,145;---;27,721;46,058;5,289;4,627;0,239;07.10.2021;19:10:29
1855;182;260;40;48;14;600;5;25;20;8,153;---;27,837;46,033;5,297;4,646;0,274;07.10.2021;19:12:47
1856;182;260;40;48;14;600;5;25;20;8,133;---;27,822;46,036;5,324;4,655;0,263;07.10.2021;19:13:21
1857;182;260;40;48;14;600;5;25;20;8,12;---;27,802;46,026;5,375;4,647;0,239;07.10.2021;19:14:01
1858;182;260;40;48;14;600;5;25;20;8,108;---;27,757;46,012;5,376;4,656;0,148;07.10.2021;19:14:41
1859;182;260;40;48;14;600;5;25;20;8,093;---;27,758;46,026;5,407;4,654;0,15;07.10.2021;19:15:21
1860;182;260;40;48;14;600;5;25;20;8,084;---;27,734;45,995;5,389;4,651;0,217;07.10.2021;19:16:08
1861;182;260;40;48;14;600;5;25;20;8,079;---;27,741;46,009;5,392;4,661;0,224;07.10.2021;19:16:42
1862;182;260;40;48;14;600;5;25;20;8,07;---;27,702;45,944;5,395;4,643;0,188;07.10.2021;19:17:28
1863;183;260;40;48;14;500;5;25;20;8,068;Fehler;27,651;46,058;5,224;;0,181;07.10.2021;19:19:23
1864;183;260;40;48;14;500;5;25;20;8,081;---;27,766;46,052;5,278;4,63;0,231;07.10.2021;19:20:04
1865;183;260;40;48;14;500;5;25;20;8,071;---;27,851;46,033;5,284;4,67;0,267;07.10.2021;19:20:43
1866;183;260;40;48;14;500;5;25;20;8,059;---;27,813;46,008;5,296;4,664;0,137;07.10.2021;19:21:30
1867;183;260;40;48;14;500;5;25;20;8,055;---;27,77;46,021;5,366;4,675;0,187;07.10.2021;19:22:03
1868;183;260;40;48;14;500;5;25;20;8,05;---;27,752;45,999;5,386;4,671;0,244;07.10.2021;19:22:49
1869;183;260;40;48;14;500;5;25;20;8,048;---;27,739;46,014;5,386;4,672;0,178;07.10.2021;19:23:24
1870;183;260;40;48;14;500;5;25;20;8,044;---;27,727;46,028;5,385;4,671;0,199;07.10.2021;19:24:03
1871;183;260;40;48;14;500;5;25;20;8,044;---;27,721;45,988;5,383;4,665;0,236;07.10.2021;19:24:51
1872;183;260;40;48;14;500;5;25;20;8,045;---;27,688;45,913;5,377;4,659;0,224;07.10.2021;19:25:38
1873;184;260;40;16;13;500;3;25;20;8,108;---;27,774;46,054;5,234;4,642;0,178;07.10.2021;19:29:00
1874;184;260;40;16;13;500;3;25;20;8,098;---;27,818;46,062;5,315;4,978;0,204;07.10.2021;19:29:32
1875;184;260;40;16;13;500;3;25;20;8,093;---;27,854;46,052;5,321;5,026;0,205;07.10.2021;19:30:12
1876;184;260;40;16;13;500;3;25;20;8,094;---;27,828;46,042;5,32;5,038;0,217;07.10.2021;19:30:50
1877;184;260;40;16;13;500;3;25;20;8,097;---;27,794;46,058;5,323;5,023;0,217;07.10.2021;19:31:28
